full_text,Label
"['gini', 'gini', 'ini', 'statemen', 'hasil', 'pemeriksaannya', 'ada', 'benernya', 'tapi', 'bangsat', 'logika', 'buat', 'menusuk', 'mata', 'itu', 'memang', 'gaperlu', 'ada', 'saling', 'tonjok', 'dulu', 'deh', 'setau', 'gw', 'gaperlu', 'ada', 'adu', 'body', 'atau', 'smackdown', 'tinggal', 'pegang', 'palanya', 'colok', 'matanya', 'matanya', 'buta', 'amp', 'gak', 'ada', 'bekas', 'kekerasan']",NoBully
"['anjing', 'anjing', 'anjing', 'bangsat']",NoBully
['bangsat'],NoBully
"['alah', 'lucu', 'banget', 'bangsat']",NoBully
"['bangsat', 'itu', 'yg', 'open', 'bo', 'minggat', 'dulu', 'sana', 'gue', 'mau', 'lihat', 'berita', 'ketutup', 'sama', 'foto', 'jelek', 'lo', 'anjing', 'jancok']",Bully
"['anton', 'bangsat', 'good', 'flow', 'banget', 'pdkt', 'lu', 'thanks', 'ya', 'bikin', 'iri', 'aja']",NoBully
"['real', 'gue', 'kemaren', 'sampe', 'nunggu', 'lama', 'di', 'ayam', 'kremes', 'watu', 'gong', 'gegara', 'banyak', 'orang', 'gatau', 'diri', 'yang', 'abis', 'makan', 'malah', 'nongkrong', 'sebat', 'bangsat']",NoBully
"['menang', 'bangsat']",NoBully
"['gw', 'mikirin', 'mukanya', 'aja', 'senyum', 'sendiri', 'bangsat']",NoBully
"['lagi', 'fgd', 'nangis', 'anj', 'ga', 'masuk', 'akal', 'bangsat']",NoBully
"['surprise', 'banget', 'bangsat', 'gw', 'nangis']",NoBully
['lfg'],NoBully
"['bangsat', 'ngakakka', 'baju', 'abang', 'kasirnyaayaaallah', 'bisanya', 'ada', 'kejadian', 'cocoklogi']",NoBully
"['bangsat', 'otak', 'lu', 'kotor']",NoBully
"['bangsat', 'kenapa', 'pas', 'malam', 'minggu', 'sepi', 'wkwk', 'pas', 'acara', 'kemarin', 'tiba', 'rame']",NoBully
['bangsat'],NoBully
"['bangsat', 'bikin', 'ga', 'mood', 'anjing', 'udah', 'syukur', 'dibantuin', 'malah', 'egois']",NoBully
"['haechan', 'bangsat', 'love', 'u']",NoBully
"['it', 'time', 'to', 'say', 'anjing', 'bangsat']",NoBully
"['ah', 'lu', 'mah', 'nambah', 'nambah', 'masalah', 'aja', 'anjir', 'nanti', 'juga', 'ujung', 'ujungnya', 'pastu', 'ad', 'yg', 'bawa', 'bawa', 'gi', 'ni', 'tai', 'lah', 'bangsat']",NoBully
"['bangsat', 'kenpa', 'mark', 'le', 'ganteng', 'banget', 'sialan', 'wksishshhs', 'menyesaaaal', 'tidak', 'membeli', 'tikeeeet']",NoBully
"['bangsat', 'geek', 'wkwkwk', 'mending', 'dewa', 'liat', 'wat', 'maen', 'm']",NoBully
"['gada', 'hati', 'bgt', 'lo', 'semua', 'bangsat']",NoBully
['bangsat'],NoBully
"['waktunya', 'kt', 'bermusuhan', 'bangsat']",NoBully
"['bangsat', 'cakep', 'banget']",NoBully
"['garagan', 'purak', 'sedih', 'bangsat']",NoBully
"['ogah', 'bgt', 'bangsat', 'huek', 'anjg', 'bayanginnya', 'pun', 'gue', 'mual', 'bau', 'bangke']",NoBully
"['bangsat', 'lemonade', 'bjir']",NoBully
"['kadang', 'geli', 'kadang', 'males', 'balas', 'kadang', 'bosan', 'kadang', 'salting', 'juga', 'bangsat']",NoBully
"['bangsat', 'anjing']",NoBully
"['bangsat', 'bisa', 'bisanya', 'masak', 'ikan', 'kiko']",NoBully
['bangsat'],NoBully
['bangsat'],NoBully
"['santai', 'smtown', 'doang', 'halah', 'smtown', 'doang', 'elah', 'anjing', 'jisung', 'ke', 'indo', 'woy', 'santai', 'darimana', 'bangsat']",NoBully
"['enyah', 'kalian', 'ac', 'tnte', 'grang', 'ganggu', 'banget', 'bangsat']",NoBully
"['gua', 'amalan', 'tapi', 'bokap', 'tetep', 'selingkuh', 'bangsat']",NoBully
"['dustin', 'bangsat']",NoBully
"['lagi', 'dan', 'lagi', 'dasar', 'bejad']",Bully
"['bejad', 'sukuna', 'meskipun', 'ganteng', 'tapi', 'bunuh', 'dukun', 'terbaik', 'sedunia', 'rest', 'in', 'peace', 'gojo']",NoBully
"['malam', 'yg', 'bejad']",NoBully
"['maaf', 'ka', 'sepertinya', 'memang', 'aku', 'ada', 'jodohnya', 'disitu', 'tapi', 'aku', 'gamau', 'itu', 'himpunan', 'lelaki', 'bejad']",Bully
"['cok', 'bejad', 'arek', 'iki']",Bully
"['yaallah', 'jadwal', 'sidang', 'upn', 'makin', 'gajelas', 'gua', 'makin', 'dag', 'dig', 'dug', 'sendiri', 'napa', 'gua', 'udh', 'bingung', 'mo', 'ngapain', 'kampus', 'bejad', 'z']",Bully
"['gue', 'cape', 'nangisin', 'si', 'dago', 'yang', 'brengsek']",Bully
"['brengsek', 'ini', 'pada', 'pemabuk', 'semua', 'tai', 'mnding', 'kawa', 'kawa']",NoBully
"['brengsek', 'ðÿðÿðÿ']",Bully
"['brengsek', 'knp', 'gue', 'yg', 'salting', 'cuma', 'ngeliat', 'jenselleðÿ']",NoBully
['brengsek'],Bully
"['brengsek', 'ya', 'pikir', 'lah', 'mana', 'ada', 'magang', 'kkn', 'skripsi', 'at', 'the', 'same', 'time', 'dari', 'awal', 'ketebak', 'dah', 'cheat', 'sih', 'kata', 'ku']",NoBully
"['cakep', 'bgt', 'dah', 'si', 'gemini', 'gemini', 'itu', 'today', 'weh', 'tapi', 'gmna', 'ya', 'laptop', 'gue', 'gamau', 'idup', 'brengsek', 'skripsi', 'gue', 'lebih', 'penting']",NoBully
"['brengsek', 'ngaceng', 'ngakak', 'kenceng', 'ih', 'dodol', 'lu', 'ya', 'semua', 'ketikannya']",NoBully
"['brengsek', 'aku', 'salah', 'ngetik', 'cuy', 'merinding', 'ðÿðÿðÿ']",NoBully
"['anjing', 'lukh', 'menurut', 'luh', 'ganteng', 'banget', 'anjeeeengk', 'brengsek']",NoBully
"['boston', 'brengsek', 'pake', 'ganteng', 'segala']",NoBully
"['bukannya', 'nyamperin', 'malah', 'laporan', 'ke', 'grup', 'suruh', 'anak', 'anak', 'dateng', 'brengsek', 'ganggu', 'org', 'lg', 'sendirianðÿðÿžðÿ']",NoBully
"['brengsek', 'bikin', 'gua', 'jd', 'jahat', 'depan', 'emak', 'gua']",NoBully
"['brengsek', 'pengen', 'banget', 'ya', 'allah']",NoBully
"['katanya', 'pengin', 'nyapres', 'koq', 'mulutnya', 'kayak', 'preman', 'jalanan', 'brengsek']",NoBully
"['wkwkwkwk', 'aran', 'brengsek', 'bgt']",Bully
"['mas', 'dimas', 'brengsek', 'ganteng', 'banget']",NoBully
"['ini', 'mah', 'jatohnya', 'gue', 'dengerin', 'mr', 'removed', 'brengsek']",NoBully
"['yuk', 'bisa', 'yuk', 'bangun', 'tidur', 'gausa', 'ngarepin', 'cowo', 'yang', 'brengsek', 'yukyuk']",NoBully
"['brengsek', 'inimah', 'sedihnya', 'melebihi', 'sedi', 'di', 'putusin', 'pas', 'lagi', 'sayang', 'sayangnya']",NoBully
['brengsek'],Bully
"['luarannya', 'laki', 'jiwanya', 'boti', 'brengsek']",Bully
"['gw', 'juga', 'mau', 'ketemu', 'sama', 'nctðÿ', 'gw', 'juga', 'pengennnðÿ', 'gw', 'gak', 'pernah', 'seiri', 'dengki', 'ini', 'brengsekkðÿðÿ']",NoBully
"['wkwkwk', 'brengsek']",NoBully
"['brengsek', 'lu', 'tiap', 'mncul', 'di', 'mentab', 'gwe', 'gprnh', 'ada', 'benernyaðÿðÿšðÿ']",Bully
"['iya', 'kaan', 'jaekyung', 'emang', 'brengsek', 'ngelebihin', 'bj', 'alex', 'ini', 'mah']",NoBully
"['brengsek', 'wkwk', 'kyak', 'pernah', 'baca', 'tp', 'gua', 'mau', 'baca', 'lgi', 'deh']",NoBully
['brengsek'],Bully
"['brengsek', 'betul']",NoBully
"['cuman', 'bisa', 'nitipðÿðÿðÿââïðÿðÿââï', 'argh', 'brengsek', 'sedih', 'bgt', 'gueeeeeðÿðÿðÿââïðÿðÿââïðÿðÿââï', 'liat', 'ya', 'jaemin', 'kalo', 'aku', 'udh', 'selesai', 'kuliahnya', 'dan', 'lebih', 'deket', 'di', 'jakarta', 'tiap', 'kamu', 'konser', 'bakal', 'aku', 'samperinnnnnnðÿºðÿºðÿº']",NoBully
"['argh', 'brengsek']",NoBully
"['emang', 'brengsek']",NoBully
"['gua', 'ganyari', 'mangsa', 'dibase', 'ya', 'brengsek', 'ðÿž']",NoBully
"['aaaarrrgh', 'goblok', 'bngt', 'brengsek']",NoBully
"['brengsek', 'akwowowwkkðÿðÿðÿðÿðÿðÿ']",NoBully
['brengsekkðÿ'],Bully
"['wkwkwk', 'brengsek']",Bully
"['brengsek', 'gue', 'tertipu', 'ðÿðÿðÿðÿ']",NoBully
"['brengsek', 'gue', 'sakit', 'hati', 'banget', 'sama', 'ini', 'orang', 'gila']",NoBully
"['aduh', 'brengsek', 'ckep', 'bgt', 'keterlaluan']",NoBully
"['brengsek', 'akhirnya', 'gua', 'bisa', 'pake', 'twibbon', 'org', 'setelah', 'beribu', 'purnama', 'websitenya', 'error', 'di', 'gua']",NoBully
"['brengsek', 'si', 'tenue', 'ni', 'emg', 'ye', 'perutku', 'sakit', 'bgt', 'ketawa', 'muluðÿðÿ', 'dr', 'yg', 'cosple', 'jadi', 'kyungso', 'trs', 'jaehyun', 'jeonghan', 'yg', 'mnurutku', 'ngabrut', 'bgt', 'tambah', 'ini', 'pula', 'dah', 'lah', 'melebihi', 'idolnya', 'tp', 'salut', 'si', 'seniat', 'itu', 'observasinya', 'ðÿðÿðÿðÿðÿ']",NoBully
"['brengsek', 'gue', 'receh', 'bgt', 'anjir', 'the', 'mad', 'thabi']",NoBully
"['brengsek', 'gw', 'harus', 'apa', 'kl', 'dia', 'nyanyi', 'hati', 'dijalan']",NoBully
"['wkwkwk', 'brengsek', 'gue', 'ketawa', 'bgt']",Bully
"['brengsek', 'kabeh']",Bully
"['orgil', 'anjing', 'gk', 'jlas', 'bgt', 'brengsek']",Bully
"['kenala', 'harus', 'ada', 'penalty', 'nya', 'sih', 'brengsek', 'mnet']",NoBully
"['brengsek', 'uji', 'cobaðÿ', 'salken', 'juga', 'ya', 'teh']",NoBully
['brengsek'],Bully
"['oaswkoakwokaow', 'brengsek']",NoBully
"['lo', 'emg', 'brengsek', 'ren']",Bully
"['brengsek', 'brengsek']",Bully
['brengsekkðÿ'],Bully
"['brengsek', 'gue', 'lupa', 'kalo', 'ganti', 'dn', 'bakal', 'ke', 'lock', 'terus', 'error', 'emang', 'babi', 'lu']",NoBully
"['brengsek', 'trus', 'nasib', 'gue', 'gmnaðÿðÿðÿ']",NoBully
['brengsek'],Bully
"['brengsek', 'lu', 'jeri', 'ðÿðÿðÿ']",NoBully
"['brengsek', 'k', 'lali', 'digowo']",NoBully
"['dante', 'brengsekkðÿðÿ']",Bully
"['dhhdhdgsh', 'jaemin', 'fak', 'djxbsenxubsisbsjns', 'barefaec', 'gue', 'gila', 'anjg', 'pagi', 'ujiang', 'brengsek']",NoBully
['brengsekkðÿ'],Bully
"['hahahahahahaha', 'lucu', 'banget', 'brengsek', 'ðÿðÿ']",NoBully
"['waiji', 'brengsek']",Bully
"['artinya', 'apah', 'pemirsah', 'yak', 'waiji', 'brengsek']",Bully
"['emang', 'brengsek', 'banget', 'sales', 'nyaaðÿðÿ']",NoBully
"['bocah', 'jaksel', 'brengsek']",Bully
"['kodingan', 'gw', 'error', 'brengsek']",NoBully
"['brengsek', 'rai']",Bully
"['gw', 'liat', 'post', 'gojo', 'satoru', 'jadi', 'gojo', 'separu', 'brengsek', 'gw', 'refleks', 'lempar', 'hp']",NoBully
['brengsekkðÿðÿðÿ'],Bully
['brengsekkðÿ'],Bully
['brengsek'],Bully
"['brengsek', 'kok', 'album', 'twitter', 'gue', 'gk', 'ada']",NoBully
['brengsek'],Bully
"['brengsek', 'gua', 'ketawa', 'beratðÿ']",NoBully
"['wkwkwkwk', 'brengsek']",Bully
"['duit', 'gw', 'ludes', 'brengsek']",NoBully
"['wkwkwk', 'brengsek', 'ngeri', 'pergaulan', 'jaman', 'skrgðÿðÿðÿðÿðÿ']",NoBully
['brengsek'],Bully
"['brengsek', 'gw', 'aja', 'sering', 'nanya', 'tp', 'gw', 'kasih', 'jawabannya', 'nnti', 'apa', 'buat', 'mendukung', 'temen', 'gw']",NoBully
['brengsek'],Bully
"['brengsek', 'wwkwkwk']",NoBully
"['brengsek', 'gmn', 'mau', 'kurus', 'kl', 'makan', 'gula', 'terus']",NoBully
"['ini', 'gua', 'tiap', 'ngisi', 'edom', 'mas', 'irwan', 'tapi', 'semester', 'depannya', 'ketemu', 'lagi', 'brengsek']",NoBully
"['anjir', 'gila', 'banget', 'fweek', 'brengsek']",Bully
['brengsek'],Bully
"['brengsek', 'ketawa', 'banget', 'gue', 'ðÿðÿ']",NoBully
"['dasar', 'lelaki', 'brengsek', 'cih', 'pakyu', 'loe', 'jay']",Bully
['brengsekkðÿ'],Bully
"['brengsek', 'plot', 'twist', 'nya', 'dia', 'nyari', 'partner', 'ngews', 'ternyataðÿðÿ', 'bangkeeeeðÿ', 'berarti', 'drtdi', 'gw', 'percuma', 'posthink', 'ternyata', 'emg', 'aura', 'nya', 'udah', 'negative', 'bener', 'brengsekkðÿ']",NoBully
"['brengsek', 'wkwkwkwk']",NoBully
"['stop', 'violence', 'against', 'women', 'kali', 'ini', 'di', 'alami', 'oleh', 'kawan', 'sendiri', 'brengsek']",NoBully
"['asu', 'aku', 'kepencet', 'ngeparlay', 'mu', 'brengsek', 'ayo', 'plis', 'selamatkan', 'saya']",NoBully
['brengsekkðÿðÿ'],NoBully
"['capek', 'brengsek']",NoBully
"['brengsek', 'lo', 'miy', 'anying']",NoBully
['brengsekkðÿðÿ'],Bully
"['ni', 'org', 'mirip', 'billy', 'brengsek']",Bully
"['halah', 'brengsek']",NoBully
"['gege', 'brengsek']",Bully
['brengsek'],Bully
"['anjing', 'gw', 'kena', 'spoiler', 'leaks', 'gj', 'brengsek']",NoBully
"['musuh', 'terkuat', 'gojo', 'emang', 'bukan', 'sukuna', 'tp', 'gege', 'akutami', 'brengsek', 'ðÿðÿ']",NoBully
['brengsek'],Bully
"['gua', 'benci', 'bgt', 'nunggu', 'brengsek']",Bully
"['yg', 'brengsek', 'elu', 'ya', 'anjenh']",NoBully
"['pulang', 'budek']",NoBully
"['sal', 'enih', 'harus', 'ada', 'versi', 'spotify', 'ga', 'si', 'gue', 'siap', 'dengerin', 'sampe', 'budek']",NoBully
"['maaf', 'cook', 'budek', 'dikit']",NoBully
"['maaf', 'kdang', 'budek']",NoBully
"['capek', 'banget', 'bolot', 'budek', 'pula', 'kek', 'astaga', 'malu', 'tapi', 'gimana', 'emng', 'gk', 'kedengeran', 'anj']",NoBully
"['mau', 'midion', 'gua', 'kan', 'lu', 'apasi', 'tolong', 'w', 'budek']",NoBully
"['argh', 'bikin', 'budek']",Bully
"['ngene', 'ki', 'enake', 'opo', 'to', 'buoos', 'mambu', 'panas', 'budek', 'hadeeeh']",NoBully
"['iya', 'ya', 'ga', 'cocok', 'buat', 'aku', 'yg', 'budek']",NoBully
"['pt', 'melia', 's', 'bangsat', 'anjing', 'teriaknya', 'kenceng', 'bngt', 'sampe', 'takut', 'budek']",NoBully
"['aku', 'budek', 'untung', 'nya']",NoBully
"['dengerin', 'lagu', 'sampe', 'budek']",NoBully
"['otot', 'politik', 'ini', 'opo', 'pak', 'anies', 'bukannya', 'sampean', 'yg', 'sl', 'berotot', 'dan', 'berbirahi', 'politik', 'hnya', 'utk', 'berkuasa', 'dgn', 'menghalalkan', 'segala', 'cara', 'utk', 'menang', 'jg', 'pura', 'budek', 'pura', 'tuli', 'dan', 'pura', 'melihat', 'haaah']",Bully
"['krna', 'ada', 'adik', 'yg', 'kalau', 'dipanggil', 'selalu', 'budek']",Bully
"['auto', 'budek', 'yang', 'nelpon']",NoBully
"['percaya', 'ga', 'percaya', 'tp', 'lo', 'nyuruh', 'gue', 'nanya', 'nama', 'lengkap', 'kating', 'trs', 'gue', 'tanya', 'dia', 'gamau', 'ngasi', 'tau', 'trs', 'gue', 'cuma', 'ngomong', 'pake', 'nada', 'lembut', 'mangnya', 'salah', 'gue', 'jg', 'ngomong', 'pake', 'nada', 'lembut', 'ke', 'lo', 'budek', 'itu', 'sok', 'imut', 'di', 'post', 'sblmnya', 'gue', 'ditegur', 'krn', 'kaga', 'senyum', 'anjing', 'babilh', 'salah', 'mulu']",Bully
"['aku', 'lebih', 'suka', 'hetset', 'tali', 'dari', 'pada', 'bluetooth', 'cuz', 'kalo', 'ada', 'yg', 'ajak', 'ngomong', 'mereka', 'tau', 'aku', 'lagi', 'denger', 'lagu', 'jdi', 'mereka', 'g', 'bakal', 'ajak', 'aku', 'ngomong', 'kalo', 'hetset', 'bluetooth', 'ya', 'aku', 'bakal', 'di', 'katain', 'budek', 'krn', 'di', 'panggil', 'kaga', 'nyaut', 'nyaut', 'merela', 'g', 'tau', 'aku', 'lg', 'pake', 'hetset']",NoBully
"['jedak', 'jeduk', 'biar', 'telingan', 'kleaan', 'semua', 'budek']",NoBully
"['temen', 'kamar', 'gue', 'budek', 'apa', 'gmn', 'seh', 'anjer', 'dh', 'dikasih', 'tau', 'berkakikaki', 'jan', 'kenceng', 'malah', 'kenceng', 'trs', 'tu', 'suara']",Bully
"['cok', 'aku', 'dadi', 'wong', 'malang', 'ae', 'isin', 'mbok', 'yo', 'ngadakno', 'acaraojo', 'sampe', 'ngrugikno', 'wongsound', 'sewajare', 'ae', 'ojo', 'koyo', 'wong', 'budek']",NoBully
"['sound', 'kek', 'gini', 'tuh', 'biar', 'apa', 'sih', 'apa', 'ga', 'takut', 'budek', 'kasian', 'yg', 'punya', 'penyakit', 'jantung', 'tau']",NoBully
"['bru', 'kali', 'ini', 'gue', 'puter', 'in', 'lagu', 'day', 'seluruh', 'album', 'dri', 'malem', 'smpe', 'subuh', 'dah', 'ah', 'budek', 'kuping', 'gue']",NoBully
"['mamank', 'elep', 'nya', 'budek', 'anjg', 'diturunin', 'nya', 'mayan', 'jauh']",Bully
['budek'],Bully
['hakkotai'],NoBully
['ãƒžããããˆç'],NoBully
['ãƒžãããˆã'],NoBully
['åãÿãšããï'],Bully
"['gk', 'usah', 'buta', 'lo', 'org', 'gol', 'nya', 'dri', 'sisi', 'kanan', 'mulu', 'kok', 'klo', 'gk', 'ngerti', 'bola', 'jgn', 'ikut', 'ikut', 'an', 'ngata', 'ngata', 'in', 'pemain', 'objektif', 'aja', 'dek', 'gara', 'gara', 'alonso', 'sering', 'jelek', 'pas', 'maen', 'bagus', 'pun', 'di', 'bilang', 'jelek', 'decul', 'decul']",NoBully
['ãƒãƒããƒžèœããƒ'],NoBully
['ã'],NoBully
['èæƒãããããªåãÿãïÿw'],NoBully
"['ãããƒãããƒåæãçåƒããšãœã', 'æéžããÿéšããèœããããðÿ']",NoBully
['w'],NoBully
['ããœããƒãƒããƒæˆäãããª'],NoBully
['ãªãããããw'],NoBully
"['apakah', 'aku', 'buta', 'wkwk']",NoBully
['ãããªæããããˆ'],NoBully
['ããƒãƒªãƒãšéã'],Bully
['ãƒããƒãƒãƒãƒéã'],Bully
['ããœãããªãããÿ'],Bully
['ããœããããããªã'],NoBully
['ãµã'],NoBully
['æœéãasmr'],NoBully
['æãããªããããÿã'],NoBully
['æïÿ'],NoBully
['ããƒãƒžãåžããƒãƒªãƒãšéã'],NoBully
['ãšã'],NoBully
[''],NoBully
['ãšãwwwwwwãƒžãããˆw'],NoBully
['æéªçèã'],NoBully
"['benci', 'la', 'bonggol', 'kat', 'area', 'kilang', 'ni', 'semua', 'takde', 'line', 'dahlah', 'kitonyo', 'buta', 'ðÿ']",NoBully
['ãããÿãããããæœãããÿãåƒããæœˆæãããªãœã'],NoBully
"['min', 'tidur', 'min', 'udah', 'mau', 'pagi', 'buta']",Bully
"['emang', 'cinta', 'buta', 'liat', 'yaya', 'kek', 'liat', 'bidadari']",NoBully
"['ini', 'detektif', 'nya', 'gimana', 'si', 'makan', 'gaji', 'buta', 'ðÿðÿðÿ', 'yuta', 'gw', 'tim', 'nyimak', 'ðÿðÿðÿ']",Bully
['éããžããw'],NoBully
['runway'],NoBully
"['meltsoulflex', 'instæãïðÿž']",NoBully
"['soulflex', 'youtubemusicãçéœèåãªãããªæåããžã']",NoBully
"['fix', 'malam', 'ini', 'kana', 'galau', 'brutal', 'dan', 'membabi', 'butaaðÿâï']",NoBully
"['éãçããšãœããâï', 'ãƒãƒãƒãƒãšãããããÿèœãããðÿ']",NoBully
"['kamis', 'minggu', 'kemarin', 'udh', 'ada', 'gejala', 'gejala', 'sakit', 'yg', 'katanya', 'dampak', 'dr', 'polusi', 'jumat', 'maksain', 'masuk', 'tapi', 'akhirnya', 'ga', 'kuat', 'jd', 'plg', 'setengah', 'hari', 'eh', 'bukan', 'bedrest', 'malah', 'lanjot', 'ke', 'bandung', 'sabtu', 'pagi', 'buta', 'balik', 'malem', 'pula', 'minggunya', 'juga', 'lanjut', 'caw', 'main', 'sebenarnya', 'dah', 'drop', 'bgt']",NoBully
"['ãªãžããããããƒžãïˆãƒžããƒãïããƒããªãƒãƒãƒifãéæ', 'çÿãé', 'ƒãããƒãããƒåæƒãããÿãããããèãéžåãååãðÿðÿðÿðÿðÿ', 'rt']",NoBully
"['apa', 'dorang', 'ni', 'tak', 'penat', 'ke', 'pagi', 'buta', 'ðÿ']",NoBully
['ãšãããããããããï'],NoBully
"['semua', 'buta', 'klo', 'org', 'lg', 'jatuh', 'cinta', 'mah']",NoBully
['ããƒéªæÿããÿã'],NoBully
['éãœææœãèããªããããÿ'],NoBully
['ããšãœãããããããâœ'],NoBully
['ããšãœãããããããï'],NoBully
['ãšãããããããããï'],NoBully
[''],NoBully
['ãšãããããããããï'],NoBully
['buta'],Bully
"['buta', 'es', 'que', 'por', 'el', 'cambio', 'que', 'le', 'hicieron', 'al', 'deliberadodesvio', 'sgy', 'es', 'offside']",NoBully
['dryice'],NoBully
['tokyo'],NoBully
"['prioritas', 'gembel', 'ga', 'becus', 'masa', 'aku', 'nomer']",NoBully
"['ayo', 'yang', 'mau', 'ngerasain', 'jadi', 'gembel', 'aku', 'kapan', 'lagi', 'kan', 'bisa', 'ngerasa', 'se', 'bebas', 'itu', '馃槍馃馃徏']",Bully
"['gapapa', 'gembel', 'wkwkw']",NoBully
"['bisanya', 'ya', 'lu', 'pas', 'lg', 'pake', 'baju', 'ini', 'kelakuannya', 'tetep', 'gembell馃槱馃槱']",Bully
"['ih', 'apaansi', 'kok', 'ig', 'jd', 'gembel', 'masa', 'banyak', 'lagu', 'yg', 'ilang', 'idi', 'mana', 'first', 'sm', 'seccond', 'kocak馃枙馃徔馃枙馃徔馃枙馃徔馃枙馃徔']",NoBully
"['wkwkwkwk', 'kasiaan', 'banget', 'elu', 'gembel', '馃お']",Bully
['beli'],NoBully
"['gembel', 'bgt', 'harusnya', 'notgood', 'product', 'malah', 'dilolosin']",Bully
"['bintang', 'dah', 'buat', 'apk', 'polri', 'sm', 'jkn', 'gak', 'singkron', 'sm', 'klinik', 'sm', 'polseknya', 'dah', 'gembel']",NoBully
"['gembel', 'banyak', 'gaya']",NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'look', 'nya', 'kaya', 'gembel']",Bully
"['kurnag', 'gembel', 'kh', 'kack', 'bjunyah']",NoBully
"['bjir', 'aku', 'update', 'igs', 'pake', 'foto', 'yang', 'cakep', 'mamaku', 'malah', 'update', 'story', 'wa', 'pake', 'fotoku', 'yang', 'kek', 'gembel', '馃槶']",NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'kayak', 'gembel']",Bully
"['wew', 'gembel']",NoBully
['bawah'],NoBully
"['skala', 'mau', 'sm', 'ganiar', 'kek', 'mau', 'sm', 'januar', 'kek', 'ikhlas', 'lahir', 'batin', 'gue', 'anjrittr', 'gk', 'ikhlas', 'klo', 'sm', 'jendral', 'bodo', 'amat', 'anjng', 'lo', 'brdua', 'ye', 'jendral', 'maddie', 'kena', 'karma', 'lo', 'minimal', 'lo', 'maddie', 'jdi', 'gembel', 'trus', 'lo', 'ye', 'jendral', 'ngemis', 'cinta', 'ny', 'si', 'skala', 'dah']",NoBully
"['makin', 'banyak', 'matkul', 'makin', 'kek', 'gembel']",NoBully
"['ih', 'gembel', 'seblak', 'di', 'area', 'aku', 'enak', 'enak', 'ndak', 'ada', 'yang', 'amis', 'ahay']",NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'gembel']",Bully
"['jadi', 'inget', 'ada', 'yang', 'bilag', 'dia', 'gembel', 'laah', 'gembel', 'apaaan', 'make', 'produknya', 'aja', 'cenneeeel', 'ceuunaah', '馃槶馃槶馃槶馃ぃ馃ぃ馃ぃ']",NoBully
"['dih', 'jangan', 'mau', 'sm', 'klub', 'gembel']",Bully
"['bad', 'ren', 'di', 'buat', 'kesel', 'sama', 'jaringan', 'gembel']",NoBully
"['aku', 'kalo', 'dirumah', 'jadi', 'gembel', 'baju', 'robek', 'aj', 'aku', 'pake', 'karena', 'semakin', 'gembel', 'semakin', 'nyaman馃槱馃']",NoBully
"['sikat', 'ajalah', 'bule', 'gembel']",NoBully
"['kalo', 'gue', 'yang', 'make', 'nya', 'mah', 'udah', 'dikatain', 'gembel']",NoBully
"['lucu', 'banget', 'gembel']",NoBully
"['ak', 'prnah', 'coba', 'outfit', 'gini', 'kya', 'gembel']",NoBully
"['akhirnya', 'kita', 'udah', 'gembel']",NoBully
"['fans', 'no', 'nya', 'gembel']",NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'looknya', 'kayak', 'gembel']",Bully
"['yah', 'gembel', 'bgt', 'x', 'qm馃馃徎']",NoBully
"['gembel', 'cek', 'tele', 'dulu', 'aja', 'cepet']",NoBully
"['sinyal', 'nya', 'gembel']",NoBully
"['mumet', 'gembel', 'tai', 'lah', 'bodo', 'amat']",NoBully
"['chat', 'an', 'ajja', 'limit', 'gembel']",NoBully
"['jakarta', 'gembel']",NoBully
"['dua', 'kucing', 'ku', 'happy', 'terus', 'ya', 'gapapa', 'dah', 'dikatain', 'gembel', 'sama', 'kuli', 'juga', 'aku', 'tetap', 'cintaaa馃']",NoBully
"['seleranya', 'terlalu', 'wel', 'untuk', 'aku', 'yang', 'gembel']",Bully
"['beda', 'server', 'kak', 'dukun', 'kita', 'pake', 'server', 'lokal']",Bully
"['jinnya', 'ndak', 'bisa', 'basa', 'belanda']",NoBully
"['iya', 'bang', 'wkwk', 'gimana', 'orangorang', 'dulu', 'berburu', 'gimana', 'budaya', 'bercocok', 'tanam', 'mulai', 'masuk', 'pada', 'jaman', 'praaksara']",NoBully
"['repot', 'karena', 'hasil', 'ngarang']",Bully
"['hari', 'gini', 'percaya', 'kayak', 'gini', 'hadeh', 'berarti', 'iman', 'kalian', 'lemah']",NoBully
"['sumbawa', 'ðÿ']",NoBully
"['cukup', 'bagus', 'tapi', 'pocong', 'nya', 'lebih', 'mirip', 'alien', 'btw', 'akting', 'iwa', 'k', 'sebagai', 'walisdi', 'dukun', 'santet', 'itu', 'bagus', 'bgt', 'meski', 'minim', 'dialog']",Bully
"['dg', 'supranatural', 'memori', 'bendamakhluk', 'bisa', 'di', 'gali', 'memorinya', 'dan', 'paling', 'ngeri', 'adalah', 'kena', 'genjutsu', 'saat', 'scan', 'memori']",NoBully
"['nunggu', 'ada', 'disini']",NoBully
"['jogja', 'ayo', 'nobar', 'ciwi', 'ciwi']",NoBully
